id,store_id,order_date,payment
1024,25,2020-01-06,1083
1025,99,2020-01-07,540
1026,6,2020-01-02,1164
1027,77,2020-01-04,942
1028,48,2020-01-06,2370
1029,97,2020-01-08,1221
1030,13,2020-01-05,3354
1031,94,2020-01-13,203
1032,78,2020-01-12,1448
1033,97,2020-01-09,1504
1034,32,2020-01-09,3439
1035,55,2020-01-12,1730
1036,2,2020-01-14,165
1037,64,2020-01-11,525
1038,77,2020-01-09,27
1039,45,2020-01-09,1600
1040,49,2020-01-12,204
1041,23,2020-01-05,210
1042,70,2020-01-10,3816
1043,51,2020-01-08,855
1044,46,2020-01-07,1867
1045,82,2020-01-14,2328
1046,24,2020-01-14,1572
1047,3,2020-01-10,264
1048,3,2020-01-06,2715
1049,1,2020-01-05,1273
1050,24,2020-01-01,2003
1051,37,2020-01-06,1738
1052,75,2020-01-04,571
1053,74,2020-01-06,488
1054,25,2020-01-12,3440
1055,76,2020-01-09,130
1056,10,2020-01-13,1007
1057,76,2020-01-09,37
1058,1,2020-01-03,1342
1059,35,2020-01-06,1849
1060,58,2020-01-01,2427
1061,76,2020-01-13,625
1062,60,2020-01-02,2478
1063,79,2020-01-05,569
1064,88,2020-01-02,2667
1065,38,2020-01-06,1612
1066,7,2020-01-05,324
1067,78,2020-01-11,383
1068,61,2020-01-05,1459
1069,27,2020-01-03,259
1070,81,2020-01-03,501
1071,25,2020-01-03,912
1072,70,2020-01-05,162
1073,100,2020-01-14,1660
1074,13,2020-01-05,312
1075,69,2020-01-06,2816
1076,6,2020-01-05,2118
1077,55,2020-01-09,945
1078,63,2020-01-14,1465
1079,2,2020-01-02,2261
1080,77,2020-01-11,2783
1081,97,2020-01-13,1903
1082,82,2020-01-10,2598
1083,93,2020-01-09,873
1084,55,2020-01-08,2250
1085,8,2020-01-10,1072
1086,44,2020-01-08,2386
1087,14,2020-01-04,2571
1088,38,2020-01-07,2153
1089,15,2020-01-02,1633
1090,93,2020-01-02,3111
1091,42,2020-01-02,98
1092,43,2020-01-14,3531
1093,31,2020-01-03,906
1094,84,2020-01-06,1432
1095,58,2020-01-03,360
1096,92,2020-01-03,732
1097,21,2020-01-04,2283
1098,65,2020-01-10,2484
1099,8,2020-01-06,2842
1100,23,2020-01-10,2100
1101,40,2020-01-06,330
1102,56,2020-01-03,3447
1103,27,2020-01-08,912
1104,60,2020-01-05,1965
1105,91,2020-01-11,696
1106,14,2020-01-11,664
1107,72,2020-01-07,2248
1108,64,2020-01-11,1537
1109,79,2020-01-01,4016
1110,71,2020-01-11,117
1111,90,2020-01-11,42
1112,57,2020-01-06,937
1113,18,2020-01-01,3105
1114,85,2020-01-03,1559
1115,13,2020-01-10,1078
1116,19,2020-01-08,2249
1117,99,2020-01-02,1664
1118,26,2020-01-06,776
1119,5,2020-01-05,2857
1120,73,2020-01-05,1973
1121,52,2020-01-10,1015
1122,35,2020-01-12,259
1123,38,2020-01-10,2148
1124,15,2020-01-08,972
1125,41,2020-01-14,1194
1126,66,2020-01-13,416
1127,5,2020-01-12,324
1128,49,2020-01-01,360
1129,82,2020-01-03,1260
1130,65,2020-01-07,1493
1131,15,2020-01-01,2039
1132,20,2020-01-06,1439
1133,47,2020-01-07,1982
1134,8,2020-01-01,1785
1135,95,2020-01-14,3076
1136,100,2020-01-01,1444
1137,47,2020-01-05,2625
1138,16,2020-01-11,741
1139,89,2020-01-01,228
1140,38,2020-01-11,1439
1141,62,2020-01-01,3121
1142,29,2020-01-10,2164
1143,53,2020-01-12,294
1144,43,2020-01-09,3669
1145,42,2020-01-13,1134
1146,82,2020-01-02,396
1147,17,2020-01-13,78
1148,36,2020-01-10,1666
1149,90,2020-01-07,1488
1150,87,2020-01-11,1301
1151,50,2020-01-10,195
1152,2,2020-01-10,2190
1153,28,2020-01-13,1782
1154,89,2020-01-13,668
1155,99,2020-01-05,3135
1156,100,2020-01-07,2156
1157,100,2020-01-05,80
1158,19,2020-01-13,1281
1159,86,2020-01-09,1369
1160,58,2020-01-04,1075
1161,87,2020-01-14,2230
1162,41,2020-01-04,1895
1163,67,2020-01-09,2004
1164,82,2020-01-05,2205
1165,97,2020-01-07,3033
1166,21,2020-01-14,2663
1167,90,2020-01-05,1368
1168,67,2020-01-13,930
1169,84,2020-01-10,2460
1170,6,2020-01-07,1248
1171,62,2020-01-13,2705
1172,89,2020-01-05,1171
1173,45,2020-01-02,966
1174,14,2020-01-03,3170
1175,17,2020-01-13,1274
1176,35,2020-01-10,1844
1177,47,2020-01-10,1215
1178,93,2020-01-01,1165
1179,56,2020-01-05,3467
1180,67,2020-01-09,696
1181,12,2020-01-12,646
1182,76,2020-01-12,3399
1183,62,2020-01-02,1456
1184,2,2020-01-10,2645
1185,31,2020-01-06,745
1186,22,2020-01-13,567
1187,25,2020-01-04,2106
1188,74,2020-01-11,1010
1189,3,2020-01-07,925
1190,60,2020-01-02,1302
1191,53,2020-01-06,616
1192,3,2020-01-14,1568
1193,42,2020-01-13,440
1194,84,2020-01-03,1142
1195,34,2020-01-03,45
1196,96,2020-01-14,983
1197,75,2020-01-14,4185
1198,77,2020-01-12,323
1199,93,2020-01-09,280
1200,78,2020-01-09,1475
1201,28,2020-01-02,1558
1202,53,2020-01-14,1963
1203,11,2020-01-05,2054
1204,66,2020-01-14,2283
1205,76,2020-01-05,2652
1206,71,2020-01-08,2789
1207,49,2020-01-08,256
1208,64,2020-01-02,1190
1209,46,2020-01-08,1922
1210,20,2020-01-04,1468
1211,38,2020-01-13,2211
1212,60,2020-01-14,1613
1213,95,2020-01-07,3151
1214,17,2020-01-11,1781
1215,1,2020-01-05,1688
1216,69,2020-01-01,415
1217,89,2020-01-05,2650
1218,65,2020-01-05,198
1219,84,2020-01-11,1709
1220,36,2020-01-03,1390
1221,79,2020-01-01,854
1222,35,2020-01-02,586
1223,34,2020-01-01,536
1224,2,2020-01-10,450
1225,69,2020-01-11,3770
1226,58,2020-01-13,64
1227,7,2020-01-10,1448
1228,54,2020-01-11,1255
1229,20,2020-01-02,465
1230,45,2020-01-12,648
1231,3,2020-01-07,2688
1232,11,2020-01-04,3282
1233,68,2020-01-09,841
1234,38,2020-01-04,1903
1235,94,2020-01-14,468
1236,80,2020-01-04,748
1237,1,2020-01-05,1552
1238,91,2020-01-12,3108
1239,26,2020-01-13,1554
1240,71,2020-01-13,3066
1241,42,2020-01-08,1142
1242,74,2020-01-13,1688
1243,92,2020-01-12,771
1244,34,2020-01-03,2994
1245,51,2020-01-01,644
1246,43,2020-01-04,1332
1247,25,2020-01-11,1155
1248,22,2020-01-11,2444
1249,85,2020-01-04,675
1250,80,2020-01-01,3463
1251,31,2020-01-09,2578
1252,49,2020-01-14,1430
1253,27,2020-01-07,400
1254,72,2020-01-09,3088
1255,7,2020-01-11,2513
1256,36,2020-01-14,1174
1257,35,2020-01-07,1707
1258,93,2020-01-10,1122
1259,9,2020-01-02,1586
1260,28,2020-01-01,374
1261,20,2020-01-01,168
1262,42,2020-01-06,980
1263,5,2020-01-05,1083
1264,18,2020-01-14,2262
1265,51,2020-01-09,1597
1266,70,2020-01-13,820
1267,53,2020-01-14,1856
1268,66,2020-01-03,3309
1269,69,2020-01-04,936
1270,4,2020-01-13,1970
1271,34,2020-01-02,1982
1272,62,2020-01-04,768
1273,8,2020-01-04,2365
1274,81,2020-01-14,2286
1275,54,2020-01-10,1023
1276,3,2020-01-04,4701
1277,38,2020-01-04,1737
1278,88,2020-01-03,1435
1279,9,2020-01-01,1575
1280,27,2020-01-05,272
1281,100,2020-01-05,439
1282,63,2020-01-02,2308
1283,42,2020-01-04,3448
1284,58,2020-01-09,1154
1285,88,2020-01-08,2376
1286,46,2020-01-07,671
1287,64,2020-01-08,163
1288,11,2020-01-13,92
1289,47,2020-01-06,742
1290,75,2020-01-14,342
1291,48,2020-01-07,420
1292,32,2020-01-03,3668
1293,5,2020-01-03,416
1294,82,2020-01-02,3257
1295,35,2020-01-10,1125
1296,88,2020-01-02,1508
1297,89,2020-01-14,2273
1298,49,2020-01-12,848
1299,44,2020-01-01,1296
1300,54,2020-01-07,1901
1301,63,2020-01-08,534
1302,86,2020-01-08,2553
1303,7,2020-01-11,638
1304,19,2020-01-02,1927
1305,51,2020-01-13,231
1306,20,2020-01-05,2461
1307,50,2020-01-04,60
1308,76,2020-01-07,566
1309,3,2020-01-07,280
1310,16,2020-01-01,2671
1311,31,2020-01-13,3379
1312,34,2020-01-14,1180
1313,12,2020-01-11,549
1314,49,2020-01-14,608
1315,63,2020-01-09,1076
1316,100,2020-01-11,740
1317,57,2020-01-06,736
1318,31,2020-01-04,162
1319,70,2020-01-07,3125
1320,85,2020-01-07,1807
1321,61,2020-01-06,2915
1322,16,2020-01-02,2408
1323,89,2020-01-01,2141
1324,27,2020-01-11,1434
1325,39,2020-01-10,1951
1326,93,2020-01-08,2541
1327,69,2020-01-04,3391
1328,14,2020-01-13,136
1329,95,2020-01-06,930
1330,96,2020-01-04,876
1331,21,2020-01-02,2648
1332,81,2020-01-10,440
1333,74,2020-01-12,312
1334,8,2020-01-05,1324
1335,54,2020-01-12,2368
1336,72,2020-01-09,674
1337,62,2020-01-08,1139
1338,1,2020-01-09,27
1339,77,2020-01-05,2440
1340,54,2020-01-01,1038
1341,34,2020-01-13,1361
1342,8,2020-01-08,772
1343,61,2020-01-10,1148
1344,44,2020-01-03,2120
1345,52,2020-01-12,3046
1346,55,2020-01-12,1968
1347,83,2020-01-05,961
1348,29,2020-01-04,2204
1349,35,2020-01-11,2598
1350,27,2020-01-09,2444
1351,95,2020-01-05,210
1352,75,2020-01-05,2948
1353,43,2020-01-14,807
1354,70,2020-01-06,2039
1355,55,2020-01-10,28
1356,4,2020-01-14,1784
1357,40,2020-01-11,1555
1358,15,2020-01-12,304
1359,63,2020-01-08,462
1360,65,2020-01-04,1044
1361,74,2020-01-05,1088
1362,76,2020-01-12,1541
1363,95,2020-01-02,1690
1364,21,2020-01-05,1101
1365,7,2020-01-12,1503
1366,97,2020-01-04,681
1367,39,2020-01-13,1700
1368,29,2020-01-10,1385
1369,50,2020-01-11,1224
1370,92,2020-01-11,1658
1371,96,2020-01-06,2366
1372,16,2020-01-08,680
1373,69,2020-01-04,2194
1374,92,2020-01-08,372
1375,21,2020-01-09,140
1376,65,2020-01-03,739
1377,89,2020-01-08,3561
1378,1,2020-01-10,2370
1379,51,2020-01-08,240
1380,76,2020-01-14,807
1381,29,2020-01-02,2788
1382,94,2020-01-07,1537
1383,84,2020-01-07,16
1384,80,2020-01-12,2080
1385,62,2020-01-06,2721
1386,26,2020-01-13,2459
1387,64,2020-01-04,230
1388,67,2020-01-13,1753
1389,68,2020-01-14,2628
1390,71,2020-01-06,467
1391,79,2020-01-01,3674
1392,20,2020-01-14,765
1393,46,2020-01-01,2200
1394,28,2020-01-05,1169
1395,27,2020-01-07,1357
1396,15,2020-01-03,1298
1397,34,2020-01-14,2364
1398,49,2020-01-09,154
1399,96,2020-01-07,858
1400,85,2020-01-11,1758
1401,53,2020-01-12,1230
1402,95,2020-01-13,47
1403,35,2020-01-06,3341
1404,44,2020-01-14,1692
1405,86,2020-01-12,430
1406,12,2020-01-12,627
1407,25,2020-01-08,1580
1408,43,2020-01-01,350
1409,11,2020-01-06,268
1410,42,2020-01-07,1594
1411,58,2020-01-06,1548
1412,99,2020-01-01,1377
1413,52,2020-01-02,109
1414,50,2020-01-12,316
1415,92,2020-01-06,189
1416,13,2020-01-07,792
1417,61,2020-01-14,1726
1418,58,2020-01-12,696
1419,4,2020-01-04,1017
1420,73,2020-01-11,3034
1421,42,2020-01-07,579
1422,77,2020-01-04,396
1423,68,2020-01-01,3184
1424,36,2020-01-11,2478
1425,37,2020-01-04,1252
1426,88,2020-01-13,644
1427,58,2020-01-09,101
1428,55,2020-01-04,1954
1429,61,2020-01-05,792
1430,52,2020-01-05,300
1431,61,2020-01-03,1930
1432,96,2020-01-13,1132
1433,80,2020-01-10,236
1434,61,2020-01-07,2910
1435,12,2020-01-09,1756
1436,76,2020-01-02,2500
1437,89,2020-01-04,756
1438,43,2020-01-04,2022
1439,46,2020-01-09,855
1440,18,2020-01-12,4403
1441,59,2020-01-05,1911
1442,47,2020-01-14,2861
1443,34,2020-01-02,965
1444,46,2020-01-10,43
1445,100,2020-01-09,3695
1446,36,2020-01-02,1576
1447,1,2020-01-04,3311
1448,25,2020-01-09,3295
1449,36,2020-01-04,733
1450,10,2020-01-06,1980
1451,30,2020-01-14,1810
1452,81,2020-01-10,1786
1453,67,2020-01-03,296
1454,73,2020-01-11,2289
1455,94,2020-01-07,2820
1456,83,2020-01-07,2333
1457,39,2020-01-11,1134
1458,41,2020-01-11,1006
1459,3,2020-01-01,3452
1460,87,2020-01-06,905
1461,4,2020-01-11,534
1462,70,2020-01-12,256
1463,94,2020-01-03,132
1464,1,2020-01-03,1006
1465,65,2020-01-10,1276
1466,72,2020-01-11,1233
1467,15,2020-01-03,90
1468,8,2020-01-05,168
1469,50,2020-01-04,2503
1470,80,2020-01-03,162
1471,75,2020-01-12,1834
1472,64,2020-01-09,752
1473,52,2020-01-02,1122
1474,13,2020-01-09,1086
1475,29,2020-01-03,665
1476,13,2020-01-04,123
1477,13,2020-01-11,792
1478,62,2020-01-08,500
1479,8,2020-01-09,1716
1480,94,2020-01-14,115
1481,83,2020-01-12,1296
1482,25,2020-01-03,2603
1483,56,2020-01-14,162
1484,6,2020-01-03,128
1485,56,2020-01-14,1715
1486,67,2020-01-08,24
1487,94,2020-01-10,1624
1488,80,2020-01-03,1910
1489,22,2020-01-13,1133
1490,60,2020-01-12,416
1491,3,2020-01-10,634
1492,49,2020-01-05,470
1493,37,2020-01-07,224
1494,8,2020-01-14,1189
1495,58,2020-01-09,1327
1496,95,2020-01-06,2181
1497,58,2020-01-03,813
1498,89,2020-01-07,132
1499,78,2020-01-06,217
1500,13,2020-01-10,392
1501,93,2020-01-02,892
1502,96,2020-01-14,3001
1503,17,2020-01-14,1744
1504,93,2020-01-07,401
1505,83,2020-01-09,120
1506,14,2020-01-09,2628
1507,67,2020-01-10,568
1508,32,2020-01-14,773
1509,37,2020-01-09,2016
1510,92,2020-01-12,1850
1511,98,2020-01-07,335
1512,66,2020-01-07,1229
1513,3,2020-01-11,1960
1514,93,2020-01-07,100
1515,33,2020-01-13,1819
1516,70,2020-01-04,930
1517,55,2020-01-02,1473
1518,13,2020-01-12,419
1519,90,2020-01-04,2118
1520,70,2020-01-06,1593
1521,15,2020-01-01,729
1522,48,2020-01-07,150
1523,78,2020-01-07,2384
1524,1,2020-01-05,567
1525,85,2020-01-06,3034
1526,79,2020-01-06,194
1527,63,2020-01-09,1176
1528,40,2020-01-12,955
1529,44,2020-01-14,989
1530,10,2020-01-12,2281
1531,88,2020-01-04,946
1532,90,2020-01-13,546
1533,44,2020-01-06,807
1534,92,2020-01-09,408
1535,94,2020-01-14,98
1536,85,2020-01-10,2584
1537,43,2020-01-10,2280
1538,48,2020-01-09,273
1539,38,2020-01-12,1913
1540,55,2020-01-04,872
1541,55,2020-01-01,705
1542,65,2020-01-11,1580
1543,54,2020-01-05,564
1544,73,2020-01-04,2175
1545,4,2020-01-11,1418
1546,56,2020-01-12,174
1547,96,2020-01-04,335
1548,86,2020-01-09,1161
1549,40,2020-01-11,2199
1550,69,2020-01-08,91
1551,5,2020-01-12,390
1552,87,2020-01-08,1797
1553,12,2020-01-05,1192
1554,30,2020-01-12,2282
1555,1,2020-01-03,1324
1556,21,2020-01-01,2268
1557,7,2020-01-12,752
1558,15,2020-01-03,1404
1559,38,2020-01-11,1801
1560,11,2020-01-05,333
1561,81,2020-01-02,2258
1562,83,2020-01-11,439
1563,55,2020-01-08,1484
1564,61,2020-01-02,1105
1565,28,2020-01-01,2608
1566,99,2020-01-03,2456
1567,75,2020-01-02,1571
1568,37,2020-01-11,2013
1569,47,2020-01-12,1638
1570,50,2020-01-12,945
1571,1,2020-01-07,1089
1572,44,2020-01-05,1421
1573,58,2020-01-13,2392
1574,26,2020-01-03,359
1575,41,2020-01-02,1608
1576,45,2020-01-01,783
1577,51,2020-01-08,1842
1578,43,2020-01-10,707
1579,1,2020-01-03,3834
1580,52,2020-01-01,280
1581,83,2020-01-12,1076
1582,11,2020-01-07,1355
1583,87,2020-01-03,360
1584,22,2020-01-10,955
1585,56,2020-01-12,396
1586,38,2020-01-04,1528
1587,55,2020-01-04,430
1588,80,2020-01-03,981
1589,56,2020-01-05,1717
1590,47,2020-01-04,2387
1591,5,2020-01-08,892
1592,68,2020-01-09,1348
1593,46,2020-01-07,544
1594,97,2020-01-02,1562
1595,75,2020-01-04,66
1596,92,2020-01-01,1755
1597,91,2020-01-03,270
1598,7,2020-01-02,480
1599,47,2020-01-06,1964
1600,20,2020-01-03,1992
1601,66,2020-01-10,389
1602,23,2020-01-10,2948
1603,38,2020-01-01,997
1604,13,2020-01-09,1106
1605,39,2020-01-08,3311
1606,47,2020-01-10,2018
1607,83,2020-01-01,2391
1608,41,2020-01-07,2588
1609,86,2020-01-04,260
1610,43,2020-01-08,1565
1611,40,2020-01-11,2971
1612,28,2020-01-02,1844
1613,21,2020-01-08,2669
1614,63,2020-01-07,2297
1615,40,2020-01-09,1108
1616,54,2020-01-06,1532
1617,72,2020-01-08,945
1618,82,2020-01-06,169
1619,45,2020-01-09,2262
1620,62,2020-01-13,806
1621,48,2020-01-05,3809
1622,78,2020-01-11,1216
1623,71,2020-01-07,780
1624,5,2020-01-12,678
1625,24,2020-01-10,137
1626,77,2020-01-07,4330
1627,11,2020-01-10,1533
1628,33,2020-01-13,1259
1629,54,2020-01-06,2060
1630,48,2020-01-07,2617
1631,93,2020-01-06,1315
1632,30,2020-01-13,1564
1633,10,2020-01-12,495
1634,60,2020-01-10,1312
1635,43,2020-01-07,1740
1636,39,2020-01-12,1512
1637,19,2020-01-13,1512
1638,67,2020-01-09,510
1639,33,2020-01-05,1250
1640,6,2020-01-07,1205
1641,27,2020-01-07,2619
1642,71,2020-01-04,698
1643,89,2020-01-13,1926
1644,95,2020-01-07,800
1645,3,2020-01-04,172
1646,97,2020-01-07,2093
1647,82,2020-01-10,2774
1648,65,2020-01-04,2230
1649,15,2020-01-04,2144
1650,79,2020-01-03,1473
1651,71,2020-01-10,2202
1652,93,2020-01-11,2155
1653,100,2020-01-03,1216
1654,87,2020-01-09,413
1655,59,2020-01-05,1484
1656,15,2020-01-02,2934
1657,56,2020-01-04,370
1658,14,2020-01-12,1263
1659,81,2020-01-13,1609
1660,14,2020-01-06,1731
1661,53,2020-01-10,2247
1662,64,2020-01-09,2564
1663,57,2020-01-12,1773
1664,99,2020-01-12,795
1665,39,2020-01-11,2599
1666,79,2020-01-09,270
1667,47,2020-01-13,1197
1668,19,2020-01-06,1550
1669,73,2020-01-09,965
1670,52,2020-01-13,1035
1671,28,2020-01-01,2148
1672,3,2020-01-11,2282
1673,51,2020-01-14,174
1674,85,2020-01-14,680
1675,76,2020-01-12,156
1676,90,2020-01-11,680
1677,84,2020-01-01,1228
1678,64,2020-01-07,1120
1679,4,2020-01-03,2187
1680,2,2020-01-03,1169
1681,12,2020-01-02,1082
1682,69,2020-01-11,931
1683,50,2020-01-04,1628
1684,41,2020-01-02,2070
1685,57,2020-01-04,288
1686,22,2020-01-04,1593
1687,36,2020-01-13,294
1688,2,2020-01-10,3199
1689,64,2020-01-09,152
1690,9,2020-01-07,1686
1691,41,2020-01-12,366
1692,57,2020-01-08,1883
1693,91,2020-01-10,394
1694,32,2020-01-03,2283
1695,53,2020-01-12,930
1696,65,2020-01-08,136
1697,78,2020-01-09,312
1698,100,2020-01-06,2214
1699,87,2020-01-11,2336
1700,43,2020-01-06,828
1701,21,2020-01-05,750
1702,61,2020-01-14,167
1703,72,2020-01-11,2186
1704,37,2020-01-01,2283
1705,76,2020-01-06,1440
1706,28,2020-01-09,735
1707,11,2020-01-14,496
1708,75,2020-01-09,1226
1709,32,2020-01-06,3392
1710,64,2020-01-05,50
1711,82,2020-01-05,1819
1712,82,2020-01-10,644
1713,99,2020-01-07,2499
1714,15,2020-01-01,1429
1715,93,2020-01-03,1850
1716,14,2020-01-06,805
1717,21,2020-01-12,2882
1718,89,2020-01-11,722
1719,33,2020-01-08,1485
1720,24,2020-01-02,68
1721,29,2020-01-11,2194
1722,7,2020-01-11,3465
1723,55,2020-01-10,2541
1724,10,2020-01-03,507
1725,51,2020-01-13,570
1726,28,2020-01-05,158
1727,45,2020-01-07,1390
1728,51,2020-01-14,1580
1729,26,2020-01-07,1950
1730,34,2020-01-14,1800
1731,74,2020-01-06,3066
1732,22,2020-01-06,490
1733,76,2020-01-12,981
1734,47,2020-01-09,2014
1735,42,2020-01-09,976
1736,80,2020-01-08,2198
1737,41,2020-01-11,3179
1738,69,2020-01-05,376
1739,85,2020-01-06,312
1740,92,2020-01-04,1532
1741,49,2020-01-03,530
1742,31,2020-01-01,3373
1743,23,2020-01-07,140
1744,93,2020-01-09,1651
1745,43,2020-01-05,2564
1746,57,2020-01-08,3217
1747,7,2020-01-03,1572
1748,16,2020-01-07,1438
1749,28,2020-01-05,1634
1750,77,2020-01-05,550
1751,38,2020-01-03,770
1752,1,2020-01-04,938
1753,9,2020-01-03,1278
1754,3,2020-01-05,620
1755,10,2020-01-11,136
1756,62,2020-01-02,516
1757,95,2020-01-08,4151
1758,54,2020-01-03,1476
1759,12,2020-01-04,486
1760,100,2020-01-09,1922
1761,41,2020-01-07,1004
1762,50,2020-01-04,1242
1763,79,2020-01-08,2540
1764,60,2020-01-06,1002
1765,65,2020-01-08,504
1766,66,2020-01-06,1550
1767,13,2020-01-07,1316
1768,79,2020-01-09,1321
1769,60,2020-01-01,993
1770,74,2020-01-12,712
1771,58,2020-01-03,1000
1772,47,2020-01-12,3626
1773,85,2020-01-06,978
1774,25,2020-01-04,259
1775,1,2020-01-04,577
1776,83,2020-01-02,679
1777,92,2020-01-09,2680
1778,43,2020-01-07,2292
1779,84,2020-01-08,748
1780,53,2020-01-05,534
1781,37,2020-01-10,2641
1782,23,2020-01-03,2538
1783,31,2020-01-03,112
1784,80,2020-01-14,1560
1785,15,2020-01-02,2780
1786,49,2020-01-08,2360
1787,34,2020-01-10,290
1788,99,2020-01-07,1000
1789,84,2020-01-09,1528
1790,59,2020-01-09,654
1791,85,2020-01-05,778
1792,49,2020-01-09,1031
1793,90,2020-01-05,1984
1794,97,2020-01-13,2338
1795,39,2020-01-11,1509
1796,87,2020-01-04,2400
1797,20,2020-01-05,2847
1798,56,2020-01-13,393
1799,27,2020-01-13,1000
1800,82,2020-01-03,2778
1801,59,2020-01-13,960
1802,96,2020-01-06,1233
1803,26,2020-01-12,2307
1804,100,2020-01-10,1279
1805,1,2020-01-03,354
1806,78,2020-01-09,3438
1807,93,2020-01-04,350
1808,67,2020-01-14,923
1809,39,2020-01-01,372
1810,98,2020-01-07,1076
1811,60,2020-01-04,1197
1812,19,2020-01-03,1191
1813,58,2020-01-05,1230
1814,83,2020-01-03,3916
1815,1,2020-01-14,601
1816,42,2020-01-12,1145
1817,17,2020-01-03,945
1818,91,2020-01-03,1568
1819,93,2020-01-09,526
1820,84,2020-01-04,1399
1821,27,2020-01-12,2310
1822,59,2020-01-13,324
1823,57,2020-01-08,566
1824,77,2020-01-10,1422
1825,3,2020-01-10,1751
1826,58,2020-01-04,3220
1827,80,2020-01-02,1131
1828,65,2020-01-04,555
1829,90,2020-01-08,1093
1830,59,2020-01-07,1514
1831,42,2020-01-03,3695
1832,17,2020-01-09,2192
1833,34,2020-01-12,1996
1834,34,2020-01-10,2066
1835,72,2020-01-07,520
1836,68,2020-01-08,726
1837,100,2020-01-08,2735
1838,87,2020-01-06,1170
1839,28,2020-01-01,76
1840,24,2020-01-11,2157
1841,4,2020-01-07,1844
1842,28,2020-01-03,2619
1843,90,2020-01-05,2679
1844,12,2020-01-05,1239
1845,66,2020-01-14,98
1846,38,2020-01-04,756
1847,28,2020-01-03,3179
1848,64,2020-01-03,1557
1849,20,2020-01-12,664
1850,56,2020-01-10,411
1851,43,2020-01-07,1699
1852,68,2020-01-02,920
1853,22,2020-01-10,2875
1854,2,2020-01-09,136
1855,27,2020-01-11,4352
1856,96,2020-01-11,2097
1857,69,2020-01-03,360
1858,39,2020-01-09,1973
1859,29,2020-01-03,2016
1860,35,2020-01-13,3074
1861,83,2020-01-04,1989
1862,82,2020-01-08,2834
1863,100,2020-01-04,2370
1864,21,2020-01-12,2128
1865,67,2020-01-07,1769
1866,57,2020-01-05,1382
1867,50,2020-01-02,914
1868,53,2020-01-09,1392
1869,1,2020-01-05,1137
1870,47,2020-01-02,1158
1871,80,2020-01-06,1731
1872,19,2020-01-12,1253
1873,1,2020-01-03,1413
1874,3,2020-01-05,921
1875,28,2020-01-05,2979
1876,46,2020-01-06,983
1877,29,2020-01-14,1456
1878,23,2020-01-04,2076
1879,67,2020-01-01,1325
1880,10,2020-01-10,172
1881,71,2020-01-01,2196
1882,98,2020-01-02,2786
1883,84,2020-01-05,1080
1884,35,2020-01-10,2692
1885,8,2020-01-07,3022
1886,1,2020-01-06,1821
1887,83,2020-01-13,674
1888,43,2020-01-14,96
1889,23,2020-01-14,2609
1890,29,2020-01-04,1280
1891,4,2020-01-01,1240
1892,28,2020-01-04,2254
1893,21,2020-01-12,670
1894,71,2020-01-05,1998
1895,86,2020-01-11,2706
1896,53,2020-01-06,1953
1897,29,2020-01-05,1505
1898,27,2020-01-05,1429
1899,44,2020-01-03,250
1900,100,2020-01-06,478
1901,60,2020-01-13,406
1902,21,2020-01-04,1929
1903,51,2020-01-10,1320
1904,60,2020-01-03,558
1905,79,2020-01-09,1408
1906,13,2020-01-05,1400
1907,99,2020-01-09,1101
1908,95,2020-01-02,481
1909,79,2020-01-09,2659
1910,91,2020-01-14,66
1911,23,2020-01-01,399
1912,36,2020-01-07,171
1913,66,2020-01-07,1036
1914,51,2020-01-09,612
1915,57,2020-01-03,1039
1916,4,2020-01-12,3057
1917,94,2020-01-03,1277
1918,6,2020-01-03,546
1919,69,2020-01-14,2009
1920,27,2020-01-01,1241
1921,27,2020-01-08,1614
1922,62,2020-01-05,292
1923,29,2020-01-04,1400
1924,38,2020-01-05,2523
1925,90,2020-01-10,2342
1926,12,2020-01-04,1558
1927,90,2020-01-09,1272
1928,97,2020-01-07,640
1929,4,2020-01-09,944
1930,47,2020-01-12,169
1931,12,2020-01-14,1141
1932,45,2020-01-09,1363
1933,37,2020-01-04,798
1934,46,2020-01-06,1740
1935,89,2020-01-04,2809
1936,16,2020-01-06,843
1937,62,2020-01-07,2236
1938,16,2020-01-12,44
1939,30,2020-01-02,1119
1940,33,2020-01-05,2285
1941,86,2020-01-02,1363
1942,97,2020-01-07,1120
1943,59,2020-01-09,270
1944,12,2020-01-10,1074
1945,92,2020-01-09,536
1946,67,2020-01-02,3234
1947,24,2020-01-14,1860
1948,72,2020-01-11,507
1949,35,2020-01-07,2027
1950,29,2020-01-13,2813
1951,47,2020-01-10,888
1952,49,2020-01-14,618
1953,76,2020-01-12,968
1954,64,2020-01-12,2304
1955,1,2020-01-01,2466
1956,78,2020-01-06,1679
1957,41,2020-01-12,1323
1958,33,2020-01-07,3288
1959,88,2020-01-11,304
1960,10,2020-01-07,2391
1961,10,2020-01-13,2839
1962,62,2020-01-03,4778
1963,36,2020-01-13,757
1964,27,2020-01-09,1084
1965,11,2020-01-14,2153
1966,70,2020-01-08,1553
1967,76,2020-01-14,1220
1968,37,2020-01-01,74
1969,85,2020-01-12,1651
1970,49,2020-01-05,2103
1971,74,2020-01-04,1595
1972,45,2020-01-05,450
1973,17,2020-01-01,630
1974,56,2020-01-05,1280
1975,27,2020-01-07,48
1976,9,2020-01-09,1406
1977,16,2020-01-13,1410
1978,14,2020-01-10,1260
1979,72,2020-01-01,2923
