order_id,product_id,price_per_unit,quantity,total_price
1225,417,82,8,656
1225,253,195,10,1950
1226,648,16,4,64
1227,905,80,2,160
1227,326,161,8,1288
1228,512,121,1,121
1228,793,162,7,1134
1229,421,43,3,129
1229,496,48,7,336
1230,944,81,8,648
1231,49,129,2,258
1231,906,174,5,870
1231,504,115,8,920
1231,243,80,8,640
1232,540,81,7,567
1232,173,168,10,1680
1232,268,149,6,894
1232,551,141,1,141
1233,419,49,1,49
1233,607,88,9,792
1234,651,83,1,83
1234,120,131,2,262
1234,149,98,8,784
1234,724,129,6,774
1235,61,78,6,468
1236,499,85,5,425
1236,820,63,1,63
1236,611,26,10,260
1237,187,156,5,780
1237,787,145,4,580
1237,688,64,3,192
1238,837,50,3,150
1238,790,58,8,464
1238,1000,99,6,594
1238,583,190,10,1900
1239,108,197,3,591
1239,95,91,10,910
1239,874,53,1,53
1240,246,198,10,1980
1240,747,181,6,1086
1241,207,88,9,792
1241,582,55,2,110
1241,681,60,4,240
1242,529,68,6,408
1242,816,160,8,1280
1243,980,132,1,132
1243,930,16,9,144
1243,165,61,3,183
1243,187,156,2,312
1244,639,84,10,840
1244,906,174,5,870
1244,563,122,7,854
1244,75,86,5,430
1245,96,90,6,540
1245,510,52,2,104
1246,63,146,2,292
1246,312,104,10,1040
1247,883,113,3,339
1247,554,136,6,816
1248,546,166,9,1494
1248,573,190,5,950
1249,199,36,6,216
1249,228,153,3,459
1250,210,50,5,250
1250,312,104,10,1040
1250,175,151,8,1208
1250,71,193,5,965
1251,40,100,4,400
1251,315,139,6,834
1251,144,192,7,1344
1252,901,115,4,460
1252,346,194,5,970
1253,178,148,1,148
1253,222,36,7,252
1254,688,64,10,640
1254,397,151,10,1510
1254,821,134,7,938
1255,171,127,10,1270
1255,182,200,1,200
1255,241,149,7,1043
1256,925,98,7,686
1256,300,61,8,488
1257,715,136,9,1224
1257,804,161,3,483
1258,355,34,7,238
1258,93,199,2,398
1258,791,81,6,486
1259,680,119,4,476
1259,781,111,10,1110
1260,8,129,1,129
1260,735,105,1,105
1260,705,16,8,128
1260,7,12,1,12
1261,173,168,1,168
1262,953,196,5,980
1263,494,84,6,504
1263,921,73,2,146
1263,416,87,1,87
1263,364,173,2,346
1264,184,73,4,292
1264,105,123,10,1230
1264,386,185,4,740
1265,561,94,6,564
1265,521,23,7,161
1265,803,48,2,96
1265,289,97,8,776
1266,382,40,1,40
1266,253,195,4,780
1267,142,130,3,390
1267,613,200,4,800
1267,894,74,9,666
1268,296,151,6,906
1268,86,181,9,1629
1268,796,86,9,774
1269,959,156,6,936
1270,87,12,9,108
1270,379,98,3,294
1270,641,196,8,1568
1271,902,77,10,770
1271,984,145,6,870
1271,105,123,2,246
1271,365,48,2,96
1272,880,11,8,88
1272,697,92,4,368
1272,248,39,8,312
1273,893,165,3,495
1273,459,175,8,1400
1273,14,13,2,26
1273,781,111,4,444
1274,179,177,6,1062
1274,848,153,8,1224
1275,993,107,5,535
1275,975,122,4,488
1276,73,145,10,1450
1276,169,140,5,700
1276,789,176,10,1760
1276,301,113,7,791
1277,150,193,9,1737
1278,104,88,2,176
1278,810,22,3,66
1278,694,81,9,729
1278,293,116,4,464
1279,575,109,6,654
1279,242,68,1,68
1279,464,53,5,265
1279,604,147,4,588
1280,620,123,1,123
1280,520,149,1,149
1281,16,39,5,195
1281,986,61,4,244
1282,124,171,6,1026
1282,369,137,6,822
1282,697,92,3,276
1282,865,46,4,184
1283,769,103,4,412
1283,685,59,6,354
1283,274,138,10,1380
1283,518,186,7,1302
1284,196,169,1,169
1284,754,91,9,819
1284,580,166,1,166
1285,713,63,10,630
1285,148,135,6,810
1285,253,195,4,780
1285,16,39,4,156
1286,751,143,2,286
1286,351,55,7,385
1287,368,71,1,71
1287,936,92,1,92
1288,646,46,2,92
1289,447,106,7,742
1290,817,57,6,342
1291,681,60,7,420
1292,957,80,10,800
1292,71,193,6,1158
1292,465,90,7,630
1292,965,135,8,1080
1293,870,104,4,416
1294,698,156,4,624
1294,526,129,10,1290
1294,139,71,7,497
1294,849,141,6,846
1295,233,65,9,585
1295,308,54,10,540
1296,700,54,9,486
1296,582,55,9,495
1296,685,59,3,177
1296,565,35,10,350
1297,991,109,8,872
1297,849,141,5,705
1297,478,87,8,696
1298,38,106,8,848
1299,326,161,7,1127
1299,194,169,1,169
1300,814,67,2,134
1300,733,111,10,1110
1300,184,73,9,657
1301,492,89,6,534
1302,524,191,6,1146
1302,407,154,3,462
1302,450,135,7,945
1303,249,68,1,68
1303,478,87,1,87
1303,495,61,6,366
1303,552,13,9,117
1304,996,71,3,213
1304,461,52,9,468
1304,132,178,7,1246
1305,911,11,1,11
1305,734,22,10,220
1306,156,192,6,1152
1306,824,187,7,1309
1307,298,60,1,60
1308,776,54,7,378
1308,113,94,2,188
1309,382,40,7,280
1310,905,80,7,560
1310,249,68,4,272
1310,262,182,10,1820
1310,745,19,1,19
1311,62,132,10,1320
1311,651,83,3,249
1311,466,181,10,1810
1312,590,96,6,576
1312,51,151,4,604
1313,986,61,9,549
1314,482,152,4,608
1315,261,67,4,268
1315,674,88,4,352
1315,867,61,6,366
1315,683,18,5,90
1316,977,74,10,740
1317,539,92,8,736
1318,949,27,6,162
1319,986,61,6,366
1319,435,172,7,1204
1319,883,113,8,904
1319,314,93,7,651
1320,61,78,2,156
1320,656,29,2,58
1320,179,177,9,1593
1321,415,129,5,645
1321,835,152,5,760
1321,144,192,7,1344
1321,429,166,1,166
1322,24,161,8,1288
1322,498,160,7,1120
1323,9,149,9,1341
1323,182,200,4,800
1324,549,167,4,668
1324,853,88,5,440
1324,213,163,2,326
1325,81,68,10,680
1325,404,144,7,1008
1325,143,35,4,140
1325,32,123,1,123
1326,926,103,9,927
1326,28,132,7,924
1326,64,138,5,690
1327,997,90,9,810
1327,822,157,9,1413
1327,516,137,2,274
1327,268,149,6,894
1328,650,68,2,136
1329,859,38,5,190
1329,779,62,1,62
1329,974,42,7,294
1329,127,128,3,384
1330,256,70,8,560
1330,214,158,2,316
1331,25,152,7,1064
1331,383,189,6,1134
1331,465,90,5,450
1332,351,55,1,55
1332,216,77,5,385
1333,856,156,2,312
1334,165,61,8,488
1334,860,64,4,256
1334,114,58,10,580
1335,634,22,7,154
1335,854,39,6,234
1335,914,169,4,676
1335,773,163,8,1304
1336,801,19,6,114
1336,205,112,5,560
1337,270,78,3,234
1337,665,113,1,113
1337,674,88,9,792
1338,363,27,1,27
1339,788,142,9,1278
1339,253,195,3,585
1339,513,154,3,462
1339,908,115,1,115
1340,578,157,3,471
1340,331,137,1,137
1340,227,113,3,339
1340,934,13,7,91
1341,895,83,7,581
1341,226,195,4,780
1342,743,193,4,772
1343,754,91,5,455
1343,855,99,7,693
1344,40,100,9,900
1344,159,26,6,156
1344,25,152,7,1064
1345,102,170,9,1530
1345,550,137,2,274
1345,560,47,6,282
1345,181,96,10,960
1346,326,161,6,966
1346,317,35,6,210
1346,445,110,6,660
1346,810,22,6,132
1347,168,109,1,109
1347,711,142,6,852
1348,243,80,7,560
1348,650,68,10,680
1348,390,38,8,304
1348,571,66,10,660
1349,566,127,9,1143
1349,678,115,5,575
1349,280,45,6,270
1349,339,122,5,610
1350,616,124,8,992
1350,877,175,8,1400
1350,460,52,1,52
1351,735,105,2,210
1352,722,98,2,196
1352,520,149,8,1192
1352,80,129,6,774
1352,606,131,6,786
1353,667,51,3,153
1353,700,54,1,54
1353,455,120,5,600
1354,247,80,8,640
1354,191,76,8,608
1354,128,130,2,260
1354,800,59,9,531
1355,125,28,1,28
1356,215,96,3,288
1356,4,42,7,294
1356,777,135,8,1080
1356,300,61,2,122
1357,722,98,2,196
1357,618,28,4,112
1357,301,113,10,1130
1357,798,39,3,117
1358,25,152,2,304
1359,902,77,6,462
1360,97,189,4,756
1360,350,36,8,288
1361,133,196,3,588
1361,868,100,5,500
1362,267,38,4,152
1362,831,135,5,675
1362,248,39,4,156
1362,714,186,3,558
1363,858,127,10,1270
1363,881,105,4,420
1364,245,161,5,805
1364,408,37,8,296
1365,745,19,5,95
1365,575,109,2,218
1365,454,170,7,1190
1366,612,39,7,273
1366,39,136,3,408
1367,248,39,3,117
1367,601,169,2,338
1367,183,118,3,354
1367,275,99,9,891
1368,545,170,4,680
1368,948,141,5,705
1369,716,182,2,364
1369,708,86,10,860
1370,216,77,4,308
1370,450,135,10,1350
1371,573,190,5,950
1371,784,179,6,1074
1371,236,57,6,342
1372,865,46,8,368
1372,572,24,2,48
1372,31,33,8,264
1373,374,101,7,707
1373,472,101,10,1010
1373,485,159,3,477
1374,341,15,10,150
1374,894,74,3,222
1375,614,14,10,140
1376,537,71,9,639
1376,56,25,4,100
1377,295,135,9,1215
1377,226,195,7,1365
1377,29,109,9,981
1378,232,113,10,1130
1378,362,155,8,1240
1379,840,120,2,240
1380,1,53,9,477
1380,686,165,2,330
1381,264,141,10,1410
1381,881,105,6,630
1381,790,58,6,348
1381,609,100,4,400
1382,479,135,9,1215
1382,804,161,2,322
1383,638,16,1,16
1384,146,114,10,1140
1384,863,94,10,940
1385,291,74,10,740
1385,409,75,7,525
1385,37,182,8,1456
1386,747,181,2,362
1386,22,59,9,531
1386,684,174,9,1566
1387,94,146,1,146
1387,342,14,6,84
1388,195,123,1,123
1388,615,163,10,1630
1389,160,169,4,676
1389,713,63,4,252
1389,548,170,10,1700
1390,876,22,5,110
1390,265,119,3,357
1391,527,71,3,213
1391,329,127,8,1016
1391,146,114,10,1140
1391,463,145,9,1305
1392,423,43,10,430
1392,864,77,3,231
1392,312,104,1,104
1393,841,159,10,1590
1393,358,122,5,610
1394,672,167,7,1169
1395,124,171,7,1197
1395,952,16,10,160
1396,911,11,5,55
1396,399,100,1,100
1396,220,139,2,278
1396,364,173,5,865
1397,308,54,9,486
1397,511,150,8,1200
1397,665,113,6,678
1398,431,77,2,154
1399,528,143,6,858
1400,326,161,5,805
1400,996,71,8,568
1400,216,77,5,385
1401,706,85,6,510
1401,238,80,9,720
1402,560,47,1,47
1403,302,130,10,1300
1403,898,41,1,41
1403,698,156,4,624
1403,263,172,8,1376
1404,656,29,5,145
1404,266,81,8,648
1404,732,87,10,870
1404,221,29,1,29
1405,737,22,8,176
1405,858,127,2,254
1406,341,15,5,75
1406,697,92,6,552
1407,959,156,6,936
1407,958,78,6,468
1407,853,88,2,176
1408,946,70,5,350
1409,304,134,2,268
1410,49,129,6,774
1410,205,112,2,224
1410,365,48,8,384
1410,718,106,2,212
1411,298,60,5,300
1411,402,68,8,544
1411,323,88,8,704
1412,141,153,9,1377
1413,29,109,1,109
1414,552,13,9,117
1414,30,199,1,199
1415,487,27,7,189
1416,756,132,6,792
1417,931,195,6,1170
1417,406,76,5,380
1417,607,88,2,176
1418,78,56,6,336
1418,335,120,3,360
1419,887,62,6,372
1419,310,183,3,549
1419,420,32,3,96
1420,457,154,10,1540
1420,961,68,10,680
1420,709,121,4,484
1420,753,165,2,330
1421,150,193,3,579
1422,62,132,3,396
1423,37,182,7,1274
1423,524,191,10,1910
1424,606,131,3,393
1424,124,171,4,684
1424,912,121,1,121
1424,437,128,10,1280
1425,979,43,4,172
1425,144,192,5,960
1425,439,40,3,120
1426,602,17,2,34
1426,701,61,10,610
1427,140,101,1,101
1428,270,78,8,624
1428,37,182,2,364
1428,881,105,2,210
1428,494,84,9,756
1429,674,88,9,792
1430,748,30,10,300
1431,716,182,3,546
1431,183,118,8,944
1431,104,88,5,440
1432,294,81,8,648
1432,653,121,4,484
1433,154,118,2,236
1434,451,72,8,576
1434,36,189,7,1323
1434,940,37,9,333
1434,665,113,6,678
1435,313,144,4,576
1435,489,36,5,180
1435,40,100,10,1000
1436,83,197,10,1970
1436,88,190,1,190
1436,402,68,5,340
1437,939,189,4,756
1438,547,185,4,740
1438,390,38,7,266
1438,292,52,3,156
1438,263,172,5,860
1439,782,171,5,855
1440,257,188,7,1316
1440,733,111,9,999
1440,57,191,8,1528
1440,205,112,5,560
1441,924,87,7,609
1441,739,186,7,1302
1442,599,192,10,1920
1442,54,197,4,788
1442,141,153,1,153
1443,626,193,5,965
1444,119,43,1,43
1445,2,189,8,1512
1445,162,144,1,144
1445,191,76,8,608
1445,467,159,9,1431
1446,536,199,4,796
1446,91,78,10,780
1447,935,180,8,1440
1447,102,170,4,680
1447,866,159,3,477
1447,197,119,6,714
1448,2,189,8,1512
1448,517,161,3,483
1448,122,13,2,26
1448,717,182,7,1274
1449,275,99,7,693
1449,591,20,2,40
1450,986,61,7,427
1450,898,41,5,205
1450,254,110,2,220
1450,671,141,8,1128
1451,122,13,3,39
1451,491,24,7,168
1451,612,39,5,195
1451,789,176,8,1408
1452,758,132,6,792
1452,788,142,7,994
1453,327,37,8,296
1454,975,122,6,732
1454,692,95,2,190
1454,672,167,1,167
1454,182,200,6,1200
1455,474,136,8,1088
1455,758,132,6,792
1455,640,94,10,940
1456,642,97,6,582
1456,773,163,7,1141
1456,660,56,5,280
1456,251,110,3,330
1457,309,126,9,1134
1458,683,18,2,36
1458,247,80,2,160
1458,295,135,6,810
1459,44,140,10,1400
1459,485,159,9,1431
1459,208,69,9,621
1460,742,25,2,50
1460,872,19,10,190
1460,623,45,9,405
1460,142,130,2,260
1461,698,156,1,156
1461,316,42,9,378
1462,420,32,8,256
1463,723,33,4,132
1464,171,127,4,508
1464,938,37,10,370
1464,118,32,4,128
1465,506,146,8,1168
1465,7,12,9,108
1466,963,45,9,405
1466,360,92,9,828
1467,280,45,2,90
1468,639,84,2,168
1469,436,81,3,243
1469,920,125,8,1000
1469,699,180,7,1260
1470,694,81,2,162
1471,264,141,10,1410
1471,766,53,8,424
1472,640,94,8,752
1473,42,169,6,1014
1473,981,108,1,108
1474,19,136,1,136
1474,288,66,3,198
1474,593,72,10,720
1474,333,32,1,32
1475,956,133,5,665
1476,919,123,1,123
1477,453,132,6,792
1478,752,113,4,452
1478,803,48,1,48
1479,413,39,2,78
1479,955,158,1,158
1479,888,195,6,1170
1479,336,155,2,310
1480,633,115,1,115
1481,90,162,8,1296
1482,293,116,5,580
1482,542,157,7,1099
1482,657,91,8,728
1482,35,28,7,196
1483,90,162,1,162
1484,688,64,2,128
1485,375,15,5,75
1485,407,154,8,1232
1485,19,136,3,408
1486,7,12,2,24
1487,397,151,7,1057
1487,322,81,7,567
1488,524,191,10,1910
1489,487,27,5,135
1489,768,125,7,875
1489,620,123,1,123
1490,461,52,8,416
1491,989,13,10,130
1491,905,80,1,80
1491,874,53,8,424
1492,222,36,7,252
1492,584,109,2,218
1493,834,56,4,224
1494,640,94,3,282
1494,756,132,1,132
1494,399,100,3,300
1494,692,95,5,475
1495,795,13,10,130
1495,303,54,9,486
1495,372,79,9,711
1496,351,55,1,55
1496,128,130,10,1300
1496,993,107,6,642
1496,661,92,2,184
1497,478,87,3,261
1497,155,184,3,552
1498,453,132,1,132
1499,932,31,7,217
1500,134,49,8,392
1501,376,133,4,532
1501,935,180,2,360
1502,654,59,5,295
1502,470,74,6,444
1502,990,167,10,1670
1502,541,148,4,592
1503,783,120,8,960
1503,553,196,4,784
1504,252,17,4,68
1504,938,37,9,333
1505,341,15,8,120
1506,434,129,10,1290
1506,583,190,6,1140
1506,31,33,6,198
1507,174,71,8,568
1508,1,53,1,53
1508,163,180,4,720
1509,840,120,10,1200
1509,579,66,8,528
1509,473,72,4,288
1510,891,35,6,210
1510,5,105,5,525
1510,252,17,1,17
1510,449,183,6,1098
1511,137,34,6,204
1511,750,131,1,131
1512,497,71,4,284
1512,109,135,7,945
1513,133,196,10,1960
1514,399,100,1,100
1515,845,181,6,1086
1515,376,133,4,532
1515,361,61,1,61
1515,239,14,10,140
1516,739,186,5,930
1517,362,155,4,620
1517,782,171,3,513
1517,961,68,5,340
1518,459,175,1,175
1518,867,61,4,244
1519,734,22,9,198
1519,144,192,10,1920
1520,770,162,2,324
1520,609,100,1,100
1520,384,125,7,875
1520,869,98,3,294
1521,361,61,4,244
1521,507,97,5,485
1522,556,15,10,150
1523,844,159,6,954
1523,659,179,2,358
1523,750,131,8,1048
1523,491,24,1,24
1524,683,18,9,162
1524,596,45,9,405
1525,83,197,5,985
1525,997,90,7,630
1525,789,176,6,1056
1525,912,121,3,363
1526,663,126,1,126
1526,480,17,4,68
1527,960,168,7,1176
1528,278,131,5,655
1528,729,50,6,300
1529,759,123,3,369
1529,286,45,9,405
1529,938,37,3,111
1529,34,26,4,104
1530,767,175,3,525
1530,209,94,4,376
1530,738,138,10,1380
1531,425,61,6,366
1531,727,58,10,580
1532,532,46,2,92
1532,968,124,1,124
1532,582,55,6,330
1533,322,81,7,567
1533,589,48,5,240
1534,474,136,3,408
1535,438,14,7,98
1536,558,133,5,665
1536,701,61,4,244
1536,150,193,7,1351
1536,266,81,4,324
1537,583,190,9,1710
1537,785,33,3,99
1537,297,157,3,471
1538,95,91,3,273
1539,563,122,2,244
1539,857,82,7,574
1539,379,98,3,294
1539,910,89,9,801
1540,795,13,8,104
1540,796,86,3,258
1540,866,159,1,159
1540,413,39,9,351
1541,254,110,1,110
1541,645,42,6,252
1541,84,49,7,343
1542,697,92,7,644
1542,309,126,4,504
1542,593,72,6,432
1543,113,94,6,564
1544,324,171,3,513
1544,797,125,4,500
1544,619,166,7,1162
1545,302,130,5,650
1545,193,192,4,768
1546,478,87,2,174
1547,565,35,4,140
1547,233,65,3,195
1548,8,129,9,1161
1549,716,182,6,1092
1549,415,129,1,129
1549,12,113,3,339
1549,368,71,9,639
1550,754,91,1,91
1551,612,39,10,390
1552,941,85,10,850
1552,623,45,6,270
1552,753,165,1,165
1552,437,128,4,512
1553,998,95,2,190
1553,672,167,6,1002
1554,271,184,8,1472
1554,770,162,5,810
1555,676,97,8,776
1555,453,132,2,264
1555,174,71,4,284
1556,179,177,8,1416
1556,973,115,4,460
1556,722,98,4,392
1557,321,188,4,752
1558,698,156,9,1404
1559,510,52,9,468
1559,287,50,6,300
1559,627,129,7,903
1559,989,13,10,130
1560,377,111,3,333
1561,672,167,3,501
1561,604,147,4,588
1561,554,136,8,1088
1561,791,81,1,81
1562,731,16,7,112
1562,29,109,3,327
1563,117,28,6,168
1563,929,62,7,434
1563,64,138,1,138
1563,518,186,4,744
1564,373,25,6,150
1564,515,191,5,955
1565,608,39,4,156
1565,162,144,4,576
1565,354,172,7,1204
1565,173,168,4,672
1566,452,197,10,1970
1566,896,54,9,486
1567,371,117,9,1053
1567,894,74,7,518
1568,533,11,7,77
1568,79,115,4,460
1568,466,181,4,724
1568,561,94,8,752
1569,772,68,9,612
1569,496,48,7,336
1569,973,115,6,690
1570,477,105,9,945
1571,345,121,9,1089
1572,231,67,5,335
1572,845,181,6,1086
1573,718,106,7,742
1573,777,135,5,675
1573,592,69,5,345
1573,663,126,5,630
1574,961,68,3,204
1574,314,93,1,93
1574,501,62,1,62
1575,419,49,7,343
1575,510,52,9,468
1575,268,149,5,745
1575,14,13,4,52
1576,611,26,2,52
1576,119,43,2,86
1576,8,129,5,645
1577,50,164,5,820
1577,94,146,7,1022
1578,231,67,5,335
1578,714,186,2,372
1579,485,159,9,1431
1579,465,90,6,540
1579,64,138,9,1242
1579,223,69,9,621
1580,125,28,10,280
1581,299,196,5,980
1581,572,24,4,96
1582,766,53,10,530
1582,958,78,8,624
1582,231,67,3,201
1583,997,90,4,360
1584,528,143,5,715
1584,896,54,1,54
1584,649,186,1,186
1585,571,66,6,396
1586,111,19,7,133
1586,148,135,3,405
1586,357,165,6,990
1587,446,43,10,430
1588,29,109,9,981
1589,494,84,10,840
1589,229,111,4,444
1589,426,123,3,369
1589,638,16,4,64
1590,700,54,9,486
1590,974,42,8,336
1590,753,165,7,1155
1590,307,82,5,410
1591,852,106,1,106
1591,152,131,6,786
1592,621,127,10,1270
1592,611,26,3,78
1593,19,136,4,544
1594,463,145,3,435
1594,55,70,8,560
1594,791,81,7,567
1595,655,22,3,66
1596,721,195,9,1755
1597,188,135,2,270
1598,349,48,10,480
1599,880,11,8,88
1599,315,139,4,556
1599,28,132,10,1320
1600,201,159,8,1272
1600,961,68,9,612
1600,587,54,2,108
1601,575,109,1,109
1601,169,140,2,280
1602,751,143,5,715
1602,22,59,10,590
1602,216,77,9,693
1602,332,95,10,950
1603,945,81,5,405
1603,532,46,7,322
1603,465,90,3,270
1604,507,97,7,679
1604,165,61,7,427
1605,310,183,3,549
1605,497,71,1,71
1605,848,153,6,918
1605,452,197,9,1773
1606,613,200,1,200
1606,682,137,9,1233
1606,581,69,2,138
1606,268,149,3,447
1607,825,114,9,1026
1607,257,188,5,940
1607,978,20,4,80
1607,202,115,3,345
1608,310,183,6,1098
1608,268,149,10,1490
1609,107,130,2,260
1610,904,125,3,375
1610,84,49,4,196
1610,566,127,7,889
1610,735,105,1,105
1611,42,169,7,1183
1611,400,130,2,260
1611,886,162,4,648
1611,789,176,5,880
1612,518,186,6,1116
1612,81,68,10,680
1612,572,24,2,48
1613,178,148,9,1332
1613,5,105,9,945
1613,834,56,7,392
1614,747,181,9,1629
1614,406,76,8,608
1614,933,10,6,60
1615,45,110,5,550
1615,422,93,6,558
1616,889,175,6,1050
1616,738,138,1,138
1616,75,86,4,344
1617,148,135,7,945
1618,705,16,4,64
1618,375,15,7,105
1619,433,180,6,1080
1619,108,197,6,1182
1620,896,54,9,486
1620,606,131,1,131
1620,292,52,3,156
1620,31,33,1,33
1621,812,55,1,55
1621,985,172,10,1720
1621,524,191,9,1719
1621,623,45,7,315
1622,728,87,8,696
1622,292,52,10,520
1623,128,130,6,780
1624,232,113,6,678
1625,860,64,1,64
1625,67,73,1,73
1626,821,134,7,938
1626,744,199,7,1393
1626,557,193,8,1544
1626,657,91,5,455
1627,222,36,3,108
1627,70,27,5,135
1627,627,129,10,1290
1628,745,19,4,76
1628,921,73,7,511
1628,178,148,4,592
1628,705,16,5,80
1629,69,125,4,500
1629,698,156,10,1560
1630,779,62,9,558
1630,747,181,10,1810
1630,886,162,1,162
1630,916,87,1,87
1631,888,195,1,195
1631,498,160,7,1120
1632,324,171,8,1368
1632,869,98,2,196
1633,351,55,9,495
1634,191,76,10,760
1634,697,92,6,552
1635,906,174,10,1740
1636,36,189,8,1512
1637,240,189,8,1512
1638,454,170,3,510
1639,170,153,5,765
1639,887,62,2,124
1639,134,49,5,245
1639,114,58,2,116
1640,302,130,5,650
1640,724,129,3,387
1640,639,84,2,168
1641,847,160,3,480
1641,418,34,6,204
1641,85,18,10,180
1641,721,195,9,1755
1642,82,118,5,590
1642,896,54,2,108
1643,631,167,4,668
1643,944,81,7,567
1643,363,27,5,135
1643,220,139,4,556
1644,957,80,10,800
1645,731,16,7,112
1645,401,20,3,60
1646,944,81,6,486
1646,746,49,7,343
1646,567,158,8,1264
1647,620,123,9,1107
1647,877,175,7,1225
1647,865,46,7,322
1647,591,20,6,120
1648,80,129,7,903
1648,207,88,5,440
1648,342,14,1,14
1648,642,97,9,873
1649,899,185,3,555
1649,884,128,7,896
1649,543,99,7,693
1650,812,55,7,385
1650,525,136,8,1088
1651,951,183,5,915
1651,124,171,5,855
1651,404,144,3,432
1652,967,184,2,368
1652,915,71,5,355
1652,659,179,8,1432
1653,440,194,2,388
1653,976,50,3,150
1653,854,39,8,312
1653,361,61,6,366
1654,800,59,7,413
1655,874,53,3,159
1655,298,60,8,480
1655,99,58,6,348
1655,915,71,7,497
1656,173,168,9,1512
1656,214,158,9,1422
1657,940,37,10,370
1658,383,189,2,378
1658,870,104,1,104
1658,597,132,5,660
1658,512,121,1,121
1659,811,20,1,20
1659,495,61,10,610
1659,29,109,7,763
1659,176,108,2,216
1660,336,155,7,1085
1660,23,13,2,26
1660,929,62,10,620
1661,617,197,2,394
1661,392,188,7,1316
1661,710,179,3,537
1662,220,139,10,1390
1662,24,161,2,322
1662,760,142,6,852
1663,72,17,7,119
1663,745,19,5,95
1663,496,48,9,432
1663,326,161,7,1127
1664,844,159,5,795
1665,115,67,1,67
1665,429,166,8,1328
1665,869,98,8,784
1665,735,105,4,420
1666,286,45,6,270
1667,553,196,3,588
1667,732,87,7,609
1668,518,186,6,1116
1668,929,62,7,434
1669,671,141,6,846
1669,872,19,3,57
1669,887,62,1,62
1670,901,115,9,1035
1671,717,182,3,546
1671,473,72,10,720
1671,458,98,9,882
1672,826,192,8,1536
1672,940,37,10,370
1672,89,94,4,376
1673,988,48,3,144
1673,126,15,2,30
1674,930,16,2,32
1674,215,96,3,288
1674,465,90,4,360
1675,798,39,4,156
1676,554,136,5,680
1677,299,196,2,392
1677,478,87,8,696
1677,55,70,2,140
1678,336,155,2,310
1678,90,162,5,810
1679,540,81,8,648
1679,324,171,9,1539
1680,844,159,3,477
1680,669,55,10,550
1680,861,10,5,50
1680,387,92,1,92
1681,492,89,8,712
1681,291,74,5,370
1682,558,133,7,931
1683,252,17,7,119
1683,706,85,6,510
1683,377,111,9,999
1684,684,174,6,1044
1684,162,144,6,864
1684,886,162,1,162
1685,151,96,3,288
1686,900,177,9,1593
1687,84,49,6,294
1688,437,128,9,1152
1688,976,50,7,350
1688,964,128,7,896
1688,492,89,9,801
1689,359,19,8,152
1690,17,145,3,435
1690,690,45,6,270
1690,168,109,9,981
1691,339,122,3,366
1692,353,193,5,965
1692,43,102,9,918
1693,811,20,2,40
1693,654,59,6,354
1694,982,54,10,540
1694,919,123,5,615
1694,257,188,6,1128
1695,284,155,6,930
1696,598,136,1,136
1697,176,108,2,216
1697,590,96,1,96
1698,477,105,6,630
1698,649,186,5,930
1698,29,109,6,654
1699,83,197,8,1576
1699,191,76,10,760
1700,394,42,4,168
1700,356,110,6,660
1701,704,85,3,255
1701,686,165,3,495
1702,778,167,1,167
1703,257,188,4,752
1703,995,178,4,712
1703,384,125,4,500
1703,977,74,3,222
1704,722,98,10,980
1704,601,169,1,169
1704,663,126,9,1134
1705,636,189,6,1134
1705,228,153,2,306
1706,344,147,5,735
1707,929,62,8,496
1708,330,59,4,236
1708,251,110,9,990
1709,318,193,9,1737
1709,324,171,1,171
1709,827,92,10,920
1709,871,141,4,564
1710,861,10,5,50
1711,837,50,9,450
1711,13,51,2,102
1711,466,181,7,1267
1712,84,49,9,441
1712,805,29,7,203
1713,287,50,2,100
1713,691,147,8,1176
1713,424,164,7,1148
1713,720,75,1,75
1714,18,159,8,1272
1714,297,157,1,157
1715,917,185,10,1850
1716,27,161,5,805
1717,652,105,10,1050
1717,485,159,5,795
1717,328,114,9,1026
1717,468,11,1,11
1718,158,198,1,198
1718,618,28,2,56
1718,632,38,8,304
1718,385,82,2,164
1719,5,105,4,420
1719,302,130,2,260
1719,864,77,3,231
1719,857,82,7,574
1720,523,68,1,68
1721,794,100,2,200
1721,783,120,7,840
1721,648,16,4,64
1721,311,109,10,1090
1722,715,136,9,1224
1722,234,145,9,1305
1722,420,32,8,256
1722,548,170,4,680
1723,321,188,5,940
1723,732,87,8,696
1723,351,55,2,110
1723,841,159,5,795
1724,160,169,3,507
1725,573,190,3,570
1726,214,158,1,158
1727,525,136,1,136
1727,289,97,4,388
1727,791,81,8,648
1727,584,109,2,218
1728,761,54,10,540
1728,45,110,6,660
1728,583,190,2,380
1729,740,195,10,1950
1730,182,200,9,1800
1731,840,120,5,600
1731,155,184,9,1656
1731,770,162,5,810
1732,869,98,5,490
1733,970,19,6,114
1733,399,100,4,400
1733,808,47,7,329
1733,64,138,1,138
1734,72,17,1,17
1734,990,167,5,835
1734,429,166,7,1162
1735,841,159,6,954
1735,468,11,2,22
1736,690,45,4,180
1736,27,161,10,1610
1736,13,51,8,408
1737,89,94,8,752
1737,83,197,5,985
1737,919,123,10,1230
1737,852,106,2,212
1738,640,94,4,376
1739,700,54,3,162
1739,723,33,1,33
1739,371,117,1,117
1740,744,199,1,199
1740,596,45,1,45
1740,271,184,7,1288
1741,863,94,5,470
1741,375,15,4,60
